,Created_At,Tweet_Id,Username,Text,Sentimen
10,2020-12-31 23:42:54+00:00,1.34479117027933E+018,nabillachersa,b'Pemerintah menargetkan Indonesia\xc2\xa0masuk dalam lima besar ekonomi dunia pada 2045 \n\nOBL Perkuat Digitalisasi UMKM\n#KembangkanEkonomiDigital https://t.co/uKcdQcd9Nk',positif
11,2020-12-31 23:42:19+00:00,1.34479102331936E+018,okezonenews,b'Mi Instan asal Indonesia Jadi Alat Transaksi Seks di Ghana #LengkapCepatBeritanya #Keuangan #Ekonomi #Ekonomi #EkonomiIndonesia . https://t.co/wiFjFeA1hS',negatif
12,2020-12-31 23:37:04+00:00,1.34478970095597E+018,ANaibabu,"b'@jokowi Kami menyampaikan selamat tahun baru 2021 kiranya Tuhan merahmati hikmat, &amp; kesehatan utk bpk presiden Jokowi bersama Mentri Mentri dlm membangun ekonomi negara tercinta ini dgn baik demi kesejahteraan masyarakat Indonesia.'",positif
13,2020-12-31 23:34:56+00:00,1.34478916403472E+018,Ekonomi4_0,b'Teknologi informasi dan komunikasi (TIK) adalah penggerak ekonomi digital. UU Cipta Kerja pacu pembangunan infrastruktur TIK untuk penguatan ekosistem ekonomi digital Indonesia. \n#KembangkanEkonomiDigital\n#BarisanProKerja https://t.co/Epox16tIoD',positif
14,2020-12-31 23:32:42+00:00,1.34478860139393E+018,TapakWisa,b'@QueenZhuu harapanku di tahun 2021\nIndonesia bebas korona\nsekolah  ormal\nekonomi normal\nNegara Aman damai',positif
15,2020-12-31 23:28:56+00:00,1.34478765526381E+018,GgRujak,b'Teknologi informasi dan komunikasi (TIK) adalah penggerak ekonomi digital. UU Cipta Kerja pacu pembangunan infrastruktur TIK untuk penguatan ekosistem ekonomi digital Indonesia.\xc2\xa0\n\n#KembangkanEkonomiDigital\n\n#BarisanProKerja https://t.co/BscN8O9YZw',positif
16,2020-12-31 23:26:12+00:00,1.34478696537637E+018,naomi_shara,"b'berharap implementasi UU ini segera dilakukan, agar kebijakan dan target ekonomi yang sedang dijalankan pemerintah Indonesia bisa berlangsung lebih baik lagi\n\nOBL Perkuat Digitalisasi UMKM\n#KembangkanEkonomiDigital https://t.co/owRL4XunhE'",positif
17,2020-12-31 23:08:38+00:00,1.34478254769213E+018,cikacikuciki,b'Era New UMKM ini diharapkan bisa menjadi sumber pertumbuhan ekonomi baru Indonesia.\nOBL Perkuat Digitalisasi UMKM\n#KembangkanEkonomiDigital\nhttps://t.co/TTJ5OtV3PB',positif
18,2020-12-31 23:06:39+00:00,1.34478204905642E+018,hendi_abuy,"b'@infobdg Katanya di tangkap yg nyalain kembang api dan petasan.. katanya gk  punya uang, ekonomi seret karna corona.. tapi beli kembang api bisa... aneh indonesia mah'",negatif
19,2020-12-31 23:02:00+00:00,1.34478087675264E+018,diah_welah,b'Banyak cara untuk membangkitkan kembali ekonomi Indonesia. #KembangkanEkonomiDigital',positif
20,2020-12-31 23:01:00+00:00,1.34478062506522E+018,diah_welah,b'Ekonomi digital mampu bangkitkan ekonomi Indonesia ditengah pandemi. #KembangkanEkonomiDigital',positif
21,2020-12-31 23:00:03+00:00,1.34478038576323E+018,CallMe_Eci_,"b'Direktur Utama LinkAja, Haryati Lawidjaja menyampaikan Layanan Syariah LinkAja berkomitmen dalam mengakselerasi perkembangan ekosistem ekonomi dan keuangan syariah melalui penguatan industri halal di Indonesia. \nOBL Perkuat Digitalisasi UMKM\n#KembangkanEkonomiDigital https://t.co/R4TtFDcTeJ'",positif
22,2020-12-31 23:00:03+00:00,1.34478038434138E+018,Luvcoklatbgt,b'tantangan yang mendesak di Indonesia dalam memanfaatkan ekonomi digital salah satunya adalah terkait Sumber Daya Manusia (SDM).\nOBL Perkuat Digitalisasi UMKM\n#KembangkanEkonomiDigital https://t.co/hQ4BzzyslK',negatif
23,2020-12-31 23:00:02+00:00,1.34478038221903E+018,karinasaputri80,b'Intip Kiprah 3 Startup Indonesia Kembangkan Potensi Ekonomi Digital di Wilayah 3T \nOBL Perkuat Digitalisasi UMKM\n#KembangkanEkonomiDigital https://t.co/QB1RMmOQDU',positif
24,2020-12-31 23:00:01+00:00,1.34478037967326E+018,tvOneNews,"b'Awali tahun 2021 dengan menonton Apa Kabar Indonesia Pagi bertemakan:\n- Tahun baru, harapan ekonomi bangkit.\n- Renungan awal tahun.\nJumat 1 Januari 2021 pukul 06.30 WIB hanya di tvOne &amp; live streaming di https://t.co/7Gr3a5KWDi\n#AKIPagitvOne #diRumahNontontvOne #CariBeritaditvOne https://t.co/JHju6HlwoM'",positif
25,2020-12-31 23:00:00+00:00,1.34478037322661E+018,sushishi007,"b'Indonesia perlu bertransformasi ke ekonomi digital. tapi, transformasi ini memerlukan infrastruktur yang memadai dan SDM yang unggul\nOBL Perkuat Digitalisasi UMKM\n#KembangkanEkonomiDigital https://t.co/mm39at5kWw'",negatif
26,2020-12-31 22:59:19+00:00,1.34478020165005E+018,schoovl,"b'Sentra kawasan ekonomi tidak lagi di Jawasentris, melainkan dapat tercipta di berbagai wilayah di barat hingga timur Indonesia. Majulah Indonesia! \xe2\x9c\x8a #NegeriPastiPulih https://t.co/TzaAiNo25m'",positif
27,2020-12-31 22:59:02+00:00,1.34478013061537E+018,urmilkc,b'Dengan semangat sinerginya pembangunan infrastruktur yang dilakukan pemerintah akan membuat sentra-sentra ekonomi baru tumbuh di berbagai wilayah di Indonesia.. #NegeriPastiPulih https://t.co/8efVjuIlfn',positif
28,2020-12-31 22:58:54+00:00,1.34478009664565E+018,DennyBrata1,b'@AntonKu62463911 @CCICPolri Yg jadi masalah skr di Indonesia ku tercinta bukan radikalisme intoleran tapi ekonomi yg nyungsep korupsi makin marak..  Kegaduahan sesama anak bangsa dibiarkan utang yg makin numpuk ... Apa buzzer tdk Radikal?   Yg radikalnya siap? Bantu rakyat kena musibah?  Apa Radikal?',negatif
29,2020-12-31 22:55:00+00:00,1.34477911406301E+018,SajojoYoungi,"b'Sentra kawasan ekonomi tidak lagi di Jawasentris, melainkan dapat tercipta di berbagai wilayah di barat hingga timur Indonesia #NegeriPastiPulih\n#jdihskp https://t.co/UuUqyoCr8w'",positif
30,2020-12-31 22:41:11+00:00,1.34477563902761E+018,penkumjatim,"b'Mari kita songsong tahun baru dengan rasa optimis dan semangat baru untuk memulihkan Ekonomi Indonesia.\n\n""Terus Bergerak dan Berkarya""\n\n#kejaksaanri\n#jaksaagung\n#puspenkum\n#selamattahunbaru\n#2021\n#kejatijatim https://t.co/iY99KMQV9E'",positif
31,2020-12-31 22:23:58+00:00,1.34477130620243E+018,henrysubiakto,"b'Bismillah perjalanan hidup di Hari Pertama 2021 ini kita awali dg dzikir dan berdoa agar tahun ini bangsa Indonesia bisa terlepas dr lilitan persoalan pandemi Corona. Vaksinisasi berjalan lancar dan sukses, kesehatan sosial dan ekonomi sgr pulih. Indonesia berjaya. Amin YA.'",positif
32,2020-12-31 22:21:38+00:00,1.34477071806874E+018,zettamangifera,"b'Yaa toktip yaa qorib\nIndonesia aman,\nEkonomi gampang..'",positif
33,2020-12-31 22:13:30+00:00,1.34476867164685E+018,BambangSunarso8,"b'@jokowi Indonesia Menganyt budaya ketimuran,Indonesia kaya akan budaya,Indonesia Raya kebanggaan dan harapan. Tutup tahun 2020 ,buka th.baru 2021bencana pandemi segera pergi,Ekonomi kembali pulih dengan hidup aman damai .NKRI HARGA MATI\nSELAMAT TAHUN BARU 2021'",positif
34,2020-12-31 22:11:02+00:00,1.34476804993769E+018,idntimes,b'Ekonomi Indonesia dinilai sulit bangkit di 2021 https://t.co/I7tczbT8h7',negatif
35,2020-12-31 22:07:05+00:00,1.34476705451627E+018,SPN_OR_ID,b'EKONOMI INDONESIA TAHUN 2021 AKANKAH MEMBAIK ATAU LEBIH MEMBURUK\xc2\xa0? https://t.co/biqhG7q9bD',positif
36,2020-12-31 21:45:08+00:00,1.34476153319302E+018,idntimes,b'Ekonomi Indonesia dinilai sulit bangkit di 2021 https://t.co/4K9fWVGDa2',negatif
37,2020-12-31 21:20:23+00:00,1.3447553022105E+018,mnadielmadani7,"b'Tak ingin menoleh lagi ke tahun 2020 di mana aspek ekonomi, politik, hukum, dan kesehatan terombang ambing dan gak karuan. Semoga pada tahun 2021 dan seterusnya, Indonesia bisa mampu lebih baik. Amin. \n\n#NKRI_HargaMati'",positif
38,2020-12-31 20:38:44+00:00,1.34474482101394E+018,BoBaCksLasH,b'@ReflyHZ Kader PDIP pemegang rekor anggota terbanyak pelaku korupsi. \nPDIP adalah pencetak koruptor.\nPDIP perusak sistem ekonomi &amp;  struktur pembiayaan negara.\nPDIP bahaya laten kehancuran sistemik bangsa Indonesia.\nPartai Demokrasi Indonesia Perjuangan HARUS DIBUBARKAN!',negatif
39,2020-12-31 19:51:49+00:00,1.34473301609923E+018,HayamWu52621043,"b'Pergantian Kalender terasa sepi diberbagai daerah, ini adalah tanda-tanda juga bahwa Indonesia akan sepi di segala bidang..ekonomi terpuruk dan terkulai lemas tak berdaya..'",negatif
40,2020-12-31 19:39:07+00:00,1.34472981823182E+018,MiselSitumorang,"b'@MardaniAliSera Klo masalh ekonomi bosku, bukan cuman indonesia aja. Tp hampir seluruh dunia.'",negatif
41,2020-12-31 19:25:56+00:00,1.34472650049115E+018,itskindacn,"b'happy new year temen-temen alias mutualku, semoga di tahun ini keinginan kita semua bisa tercapai. terutama berharap pandemi cepat selesai agar Indonesia kembali ke stabilitas ekonomi yang baik. \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xe2\x9c\xa8 #HappyNewYear2021'",positif
42,2020-12-31 19:16:22+00:00,1.3447240943197E+018,RByonk,"b'@amisbaubadan @25 @humaira979 #TahunBaruHarapanBaru \nIndonesia lebih damai, tentram, aman, vaksin terealisasi, pandemi cepat berlalu, ekonomi segera pulih\nLingkungan bersih, rangorangnya jadi terbiasa hidup sehat, semua rakyat makan 3x sehari'",positif
43,2020-12-31 19:00:46+00:00,1.34472016866499E+018,Kejari_AU,b'SELAMAT TAHUN BARU 2021\n\nMari kita songsong tahun baru dengan rasa optimis dan semangat baru untuk memulihkan Ekonomi Indonesia.\n\xe2\x80\x9cTerus Bergerak dan Berkarya\xe2\x80\x9d https://t.co/EiO977gYTl',positif
44,2020-12-31 18:32:30+00:00,1.34471305353998E+018,santok_,"b'@pajaksidbar smoga sehat kita smua kluarga indonesia, ekonomi membaik, pajak sehat, djp kuat, indonesia maju, aamiin'",positif
45,2020-12-31 18:14:21+00:00,1.34470848645043E+018,Kejari_klk,"b'#Repost @KejaksaanRI\n\xe2\x80\xa2 \xe2\x80\xa2 \xe2\x80\xa2 \xe2\x80\xa2 \xe2\x80\xa2 \xe2\x80\xa2\nSelamat Tahun Baru 2021\n.\nMari kita songsong tahun baru dengan rasa optimis dan semangat baru untuk memulihkan Ekonomi Indonesia.\n""Terus Bergerak dan Berkarya""\n.\n@jaksa_agungri\n.\n#KejaksaanRI #JaksaAgung #Jaksa #TahunBaru2021 https://t.co/s06Gib1o0K'",positif
46,2020-12-31 18:08:28+00:00,1.34470700807991E+018,KejaksaanRI,"b'Selamat Tahun Baru 2021\n.\nMari kita songsong tahun baru dengan rasa optimis dan semangat baru untuk memulihkan Ekonomi Indonesia.\n""Terus Bergerak dan Berkarya""\n.\n#KejaksaanRI #JaksaAgung #Jaksa #TahunBaru2021 https://t.co/pydODmRkHq'",positif
47,2020-12-31 17:58:54+00:00,1.34470459990352E+018,Djo_Ngoz,"b'@edo751945 Selamat tahun baru 2021 pak, semoga Indonesia tahun depan terbebas dari rongrongan kaum radikalis, dan mulai meniti ekonomi maju. Sehat selalu pak, merdeka \xe2\x9c\x8a\xe2\x9c\x8a\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\n\nhttps://t.co/VorDnVTHzV'",positif
48,2020-12-31 17:33:53+00:00,1.34469830372475E+018,sahidnegara90,"b'@Om_Matth Hrapan di 2021\nWalaupun keadaan blum bisa normal bgt, stidaknya bisa lbh baik dri 2020, smoga sya dpt kerjaan kembali, keluarga2 saya tetep diberikan kesehatan, Indonesia prlahan bangkit, sktor2 ekonomi mudah2an membaik, hbungan antarumat beragama bisa lebih toleran lagi.'",positif
49,2020-12-31 17:29:07+00:00,1.34469710312201E+018,arifin_karyoso_,b'@Om_Matth Harapanku di thn 2021\nPandemi segera usai\nAktifitas normal\nEkonomi membaik\nTak ada lagi kegaduhan\nIndonesia damai\nHidup tentram\nYang sakit segera sembuh\nYang sehat tetap sehat\nToleransi terjaga',positif
50,2020-12-31 17:17:49+00:00,1.3446942601304E+018,moonlightaeill,"b'Bismillah tahun 2021 bisa jadi tahun yang berkah buat semuanya, khususnya buat Indonesia, semoga di tahun ini kondisi Indonesia segera membaik entah itu dari segi ekonomi, kesehatan rakyatnya, yaa pokonya dari segala hal deh wkwkw'",positif
51,2020-12-31 16:47:24+00:00,1.34468660710689E+018,KofpliJ,"b'Akun FPL naik ke papan atas dunia, point nya gacor terus\n\nIndonesia dibebaskan dari Covid &amp; diberi sehat semuanya\n\nEkonomi Indonesia kembali bergairah &amp; membawa manfaat buat kita semua\n\nYg jomblo bisa menemukan jodohnya &amp; yg berkeluarga, makin bahagia bersama keluarga\n\n\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbb\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbb\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbb'",positif
52,2020-12-31 16:44:38+00:00,1.34468590890209E+018,Hardiyanto_5,b'Senior sahabat teman teman semua selmat tahun baru 2021 semoga di tahun 2021 kita semua dan bangsa Indonesia bangkit dri persoalan covid-19 dan ekonomi segerah pulih kembali',positif
53,2020-12-31 16:43:04+00:00,1.34468551578674E+018,ElitoGlobalo,"b'Diduga Depresi Karena Masalah Ekonomi, Seorang Pemilik Bengkel Nekat Akhiri Hidup Dengan Bakar Diri, Simak Videonya :\n\nhttps://t.co/zxISxx3U9T\n\n#viralvideo #video #viral #indonesia #GoodBye2020 #malamjumat #jakarta #jabodetabek #TANGERANG https://t.co/8SfeEAooKD'",negatif
54,2020-12-31 16:26:53+00:00,1.34468144345726E+018,AndiraMeri,b'Jokowi berhasil pulihkan ekonomi Indonesia https://t.co/4pojb9t80k',positif
55,2020-12-31 16:26:46+00:00,1.34468141127857E+018,akselsia,b'Jokowi berhasil pulihkan ekonomi Indonesia https://t.co/roKI9pMgAT',positif
56,2020-12-31 16:23:05+00:00,1.3446804840774E+018,EdwindPakpahan,b'Semoga THN 2021 Indonesia selesai dari pandemi covid 19 dan ekonomi Indonesia makin maju dan Indonesia maju dan rakyat Indonesia sejahtera https://t.co/JxS9fsy4Xq',positif
57,2020-12-31 16:18:34+00:00,1.34467934810887E+018,TogogNdugal,"b'@urcarmila Semoga pendemi segera berakhir, smg ekonomi makin membaik, semoga kita makin bisa bersyukur, makin bijaksana, makin semangat utk selalu berjuang demi kebahagiaan hdup keluarga, sesama dan bangsa...semga Indonesia bebas radikalisme &amp; intoleransi..Damailah Indonesiaku\xf0\x9f\x99\x8f\xf0\x9f\x98\x87\xf0\x9f\x87\xae\xf0\x9f\x87\xa9'",positif
58,2020-12-31 16:17:03+00:00,1.34467896835234E+018,idntimes,b'Berapa banyak utang Indonesia saat ini? Pandemik telah membuat utang Indonesia semakin membengkak! Hal tersebut dikarenakan pemerintah butuh biaya besar dalam penanganan COVID-19 dan stimulus untuk pemulihan ekonomi nasional. https://t.co/0GbVB5StJH',negatif
59,2020-12-31 16:14:39+00:00,1.34467836431387E+018,PEDOMAN_id,b'Pemulihan Ekonomi Akibat Pandemi Berpedoman Protokol Kesehatan https://t.co/i0o82e7T0a lewat @pedoman_id\n\n@fadjroeL @JubirPresidenRI @Jokowinomics_id @PerekonomianRI @KemenBUMN @KemenkesRI @BNPB_Indonesia @PBIDI @biofarmaID',positif
60,2020-12-31 16:09:33+00:00,1.34467707824801E+018,BagazDA,b'Indonesia sedang mengalami krisis ekonomi. Tp tidak bagi masyarakatnya. Hepi nu yer 2021',positif
61,2020-12-31 15:57:44+00:00,1.34467410720858E+018,Djo_Ngoz,"b'Selamat tinggal 2020, banyak suka dan duka di tahun ini, terutama duka buat seluruh dunia dengan adanya pandemi Covid19. \n\nKiranya di tahun 2021, kehidupan akan berjalan normal kembali dengan adanya vaksin dan khususnya di Indonesia ekonomi dan pembangunanpun maju. Amin \xf0\x9f\x99\x8f https://t.co/VorDnVTHzV'",positif
62,2020-12-31 15:48:04+00:00,1.34467167338821E+018,syahlianju,"b'Warga +62 menyalakan kembang api, petasan, kumpul sana sini merayakan apasih. Tahun 2021 kita masih menghadapi pandemi, di Indonesia setiap hari jumlah pasien positif bertambah, nakes yg gugur bertambah, ekonomi minus, bukannya hemat duit buat beli makan eh dibakar. \xf0\x9f\x98\x91'",negatif
63,2020-12-31 15:43:58+00:00,1.34467064207594E+018,Ardian36933472,b'Lewat mana.justru ekonomi nyusep dan utang sdh mencapai 6ribu triliun.inilah sejarah indonesia di pimpin oleh presiden suka ngutang https://t.co/4Wlu1vSbuf',negatif
64,2020-12-31 15:37:05+00:00,1.34466890940474E+018,WicaksonoIrsam,b'Dr. Arim Nasim\n\n\xe2\x80\x9ckalau kita lihat kondisi ekonomi Indonesia maupun global kita tahu tahun 2020 prediksi ekonomi Indonesia dan global akan diterjang krisis ditandai dengan melambatnya pertumbuhan ekonomi di Indonesia dan di dunia. Itu prediksi awal dan terbukti terjadi.\xe2\x80\x9d\n\n\xe2\x80\x9cKe https://t.co/WqoG81kf1Z',negatif
65,2020-12-31 15:36:13+00:00,1.34466869150228E+018,Rizwanto021115,"b'@HusinShihab @CyberIndonesia6 @muannas_alaidid Mudah-mudahan tahun 2021 Covid-19 segera berlalu, Indonesia semakin maju ekonomi nya.\nAamiin \xf0\x9f\xa4\xb2\xf0\x9f\xa4\xb2\xf0\x9f\xa4\xb2\xf0\x9f\xa4\xb2\n#AllahYasyfiKullaMaridh \n\n@Zoelvichar_ \n@Winardhi__ \n@aghizma \n@Purwaningrum12 \n@MenangTerus706 \n@_diraasaa \n@Lvia_Kz https://t.co/R1Dhj9b0vt'",positif
66,2020-12-31 15:35:03+00:00,1.34466839702022E+018,PaidPromoAlter,b'@darkkentang selalu diberikan kesehatan dan kekuatan menghadapi tahun baru yang akan penuh dengan harapan serta kemungkinan masalah baru.. yang sakit segera disembuhkan.. pemulihan ekonomi dan Indonesia bisa segera bebas dari virus korona..',positif
67,2020-12-31 15:33:49+00:00,1.34466808651162E+018,LapaIku,"b'Sejak pandemi Covid 19 melanda Indonesia bahkan dunia banyak sektor yang dilumpuhkan mulai dari sektor ekonomi, pariwisata bahkan tidak sedikit gejolak politik yang timbul akibat Covid19. \nSemoga di tahun 2021 semua itu dapat teratasi dengan baik. \nKhusus Indonesia hrs lebih baik'",positif
68,2020-12-31 15:31:32+00:00,1.344667515E+018,LapaIku,"b'Selamat memasuki tahun 2021, semoga Indonesia lebih baik lagi secara penegakan hukum, stabilitas ekonomi,stabilitas politik, sosial dan budaya. \n#usuttuntaspenembakanLASKARFPI \n#TolakOmnibusLaw \n#Jiwasraya\n#Asabri\n#DjokoCandra'",negatif
69,2020-12-31 15:28:43+00:00,1.34466680447228E+018,JohnChr75721100,b'SELAMAT MEMASUKI TAHUN BARU 1 JANUARI 2021...... SEMOGA 2021 INDONESIA BERTAMBAH BAIK LEPAS DARI PANDEMI COVID 19....\nEKONOMI MEMBAIK....\nKEAMANAN TERJAMIN...\n BRAVO TNI &amp; POLRI',positif
70,2020-12-31 15:21:40+00:00,1.34466502997558E+018,tengsaw1,"b'@VIVAcoid Syarat untuk : \n1. Mobil esemka\n2. Ekonomi meroket. \n3. Syarat tidak nambah utang. \n4. Syarat tidak import. \n5 dan sebagai nya, jokowi presiden Indonesia yg paling banyak memberikan janji palsu'",negatif
71,2020-12-31 15:11:22+00:00,1.34466243917497E+018,bejonovski,b'Semoga dana 11.000 T cepat turun.\nSehingga ekonomi Indonesia bangkit kembali. https://t.co/8ejs3DciYR',negatif
72,2020-12-31 15:10:14+00:00,1.34466215329535E+018,IDCorner,b'Pemkab Gorontalo Dapat Pinjaman Rp492 Miliar untuk Pemulihan Ekonomi - https://t.co/cdGMQdUAGl\n\n#INDONESIA',positif
73,2020-12-31 15:08:22+00:00,1.34466168240089E+018,Slametmoeljono1,b'Sambutlah TAHUN ANUGRAH TUHAN 2021 Dengan semangat Kebersamaan utk INDONESIA SEJATERAH\nBANGKITLAH NEGRI-KU\nUntuk Kebangkitan Ekonomi INDONESIA... MERDEKA',positif
74,2020-12-31 15:07:07+00:00,1.34466136890601E+018,tvOneNews,"b'Tahun baru, harapan ekonomi bangkit.\nRenungan awal tahun.\nSaksikan Apa Kabar Indonesia Pagi live Jumat 1 Januari 2021 pukul 06.30 WIB hanya di tvOne &amp; live streaming di https://t.co/7Gr3a62xuQ\n#AKIPagitvOne #diRumahNontontvOne #CariBeritaditvOne https://t.co/Xv9tpjzSyh'",positif
75,2020-12-31 15:04:52+00:00,1.34466080042264E+018,LuckyCireng,b'@maanluisant #Harapan2021\nSelalu sehat seluruh keluarga\nPandemi habis tak bersisa\nPerbaikan ekonomi keluarga &amp; Indonesia\nPundak &amp; bahu yg lebih kuat utk hadapi masa depan yg pasti gak kan bertambah mudah\nLebih bisa kontrol emosi &amp; diri sndiri\nLebih santai merespon masalah\nMenang GA banyak2 \xf0\x9f\x98\x8c',positif
76,2020-12-31 15:04:40+00:00,1.3446607536855E+018,cumaiseengg,"b'@tomlembong Come on man dont negetive prediction about 2021, indonesia udh mulai recovery ekonomi ko vaksin juga udh mulai distribusi jadi positive aja 2021 lebih baik amin\xf0\x9f\x99\x8f'",positif
77,2020-12-31 15:03:34+00:00,1.34466047633713E+018,LuckyCireng,b'@QueenZhuu #Harapan2021\nSelalu sehat seluruh keluarga\nPandemi habis tak bersisa\nPerbaikan ekonomi keluarga &amp; Indonesia\nPundak &amp; bahu yg lebih kuat utk hadapi masa depan yg pasti gak kan bertambah mudah\nLebih bisa kontrol emosi &amp; diri sndiri\nLebih santai merespon masalah\nMenang GA banyak2 \xf0\x9f\x98\x8c',positif
78,2020-12-31 15:03:31+00:00,1.34466046059594E+018,DesyUlumuddin,b'Ini acara untukmu\xe2\x80\xa6 Ngomong Politik Season 4 Ep #49 - Cara Islam Menghentikan Cengkeraman Asing di Bidang Ekonomi episode Muslimah Media Center Indonesia\nhttps://t.co/wdpAnsTWid',positif
79,2020-12-31 15:02:02+00:00,1.3446600883263E+018,1404Stj,"b""@elonmusk 3.Banyak Kawasan Ekonomi\nuntuk Investasi\n4.Semoga INDONESIA sebagai Pusat Ekspansi TESLA di ASEAN, Asia, Australia, New Zealand\n5.Banyak tenaga kerja dengan skill\notomotiv\n6.Potensi kemajuan Mobil Listrik besar.\n\nPlease, welcome and believe it.\nThat's all Rational for Future.""",positif
80,2020-12-31 14:56:13+00:00,1.34465862503441E+018,adhe_cj,b'@TwitterID Smg dgn dibubarkannya fpi\n 2021 ekonomi indonesia meroket wusss...utang2 auto lunas. #halu2021',positif
81,2020-12-31 14:54:30+00:00,1.34465819516E+018,PartaiEmak,"b'Kata Pak Dhe Ekonomi Indonesia akan nyungsep 2021, diharap selamatkan aset ke Emas atau Dinar.'",negatif
82,2020-12-31 14:47:07+00:00,1.34465633661359E+018,PaidPromoAlter,"b'@goddessatan @KangmasParkir wish nya gak muluk2 kok.. semoga Indonesia bisa segera bebas dari virus corona, yang sakit semua bisa segera pulih, ekonomi membaik.. dan kita semua diberikan kekuatan untuk menghadapi tahun baru dengan sejuta kemungkinan masalah dan harapan baru.. amin..'",positif
83,2020-12-31 14:44:47+00:00,1.34465574760753E+018,Lilikpurwati18,b'Ini acara untukmu\xe2\x80\xa6 Ngomong Politik Season 4 Ep #49 - Cara Islam Menghentikan Cengkeraman Asing di Bidang Ekonomi episode Muslimah Media Center Indonesia\nhttps://t.co/j16D1Yqcz8',positif
84,2020-12-31 14:43:35+00:00,1.34465544648176E+018,AulBhj,"b'@jokowi Dn semoga d 2021 Indonesia maju dlm segala bidang ,pembangunan ,Ekonomi supaya merata'",positif
